external_compound_id,preferred_name,compound_family,strict_inclusion_class,direct_fks_inhibitory_evidence_rows,all_candidate_activity_rows_for_included_compound,mechanism_scope,fks1_specificity,smiles_canonical,inchikey,source_ids,manual_decision,manual_note,review_priority
EXT-FKS-0124,CHEMBL2371715,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@H](N)CCCN)C(=O)O1,RQPFLMJGHVWEKS-HCKKGEAPSA-N,ChEMBL:CHEMBL2371715,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0125,CHEMBL2371727,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@@H](N)CCCN)C(=O)O1,RQPFLMJGHVWEKS-JCDZELNZSA-N,ChEMBL:CHEMBL2371727,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0126,CHEMBL2371766,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)[C@H](CCCN)N(CCN)CCN)C(=O)O1,DYPMRZHFCFUAIU-FEISLUKOSA-N,ChEMBL:CHEMBL2371766,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0350,CHEMBL2387201,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)CCN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,BPZOKZNEIMNZDY-JLLNUNJDSA-N,ChEMBL:CHEMBL2387201,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0351,CHEMBL2387202,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,XJBZLPUMHKZBLW-WFDZVADRSA-N,ChEMBL:CHEMBL2387202,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0352,CHEMBL2387205,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,KQXCDPHUUZMFML-FLSQILTGSA-N,ChEMBL:CHEMBL2387205,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0127,CHEMBL265537,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,AKTWVIQRGHGYBD-MZINWBBXSA-N,ChEMBL:CHEMBL265537,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0128,CHEMBL265871,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](OCCN)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,CLYGSZVLXZVSER-BYSNBSNWSA-N,ChEMBL:CHEMBL265871,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0129,CHEMBL266048,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,MZCNOOJAVNDCST-HKMKTSAXSA-N,ChEMBL:CHEMBL266048,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0130,CHEMBL269275,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(C)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JVJUHEJZWRDQCA-HJBHAYSDSA-N,ChEMBL:CHEMBL269275,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0353,CHEMBL3142863,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)CCCCCOc2ccc(-c3ccccc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,XPADFVWTEXXRHY-OEEZJHBASA-N,ChEMBL:CHEMBL3142863,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0354,CHEMBL3142866,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCOc1ccc2cc(C(=O)N[C@H]3C[C@@H](O)[C@@H](O)NC(=O)[C@@H]4[C@@H](O)[C@@H](C)CN4C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c4ccc(O)cc4)NC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H]([C@@H](C)O)NC3=O)ccc2c1,MUQMRAZEDTXSMW-KORDEHDMSA-N,ChEMBL:CHEMBL3142866,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0355,CHEMBL3142867,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCc1ccc(COc2ccc(C(=O)N[C@H]3C[C@@H](O)[C@@H](O)NC(=O)[C@@H]4[C@@H](O)[C@@H](C)CN4C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c4ccc(O)cc4)NC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H]([C@@H](C)O)NC3=O)cc2)cc1,RBDRGHHOCMZSHT-OISCXZEMSA-N,ChEMBL:CHEMBL3142867,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0356,CHEMBL3142868,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCOc1ccc(-c2ccc(C(=O)N[C@H]3C[C@@H](O)[C@@H](O)NC(=O)[C@@H]4[C@@H](O)[C@@H](C)CN4C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c4ccc(O)cc4)NC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H]([C@@H](C)O)NC3=O)cc2)cc1,MWMXNNOWPONFOO-DJLJKXFUSA-N,ChEMBL:CHEMBL3142868,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0357,CHEMBL3142869,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)CCCCCCCCCCOc2ccc(-c3ccccc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,KCXLBVWBEBNYHD-ISRHILDLSA-N,ChEMBL:CHEMBL3142869,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0358,CHEMBL3142870,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC(Oc1ccc(-c2ccccc2)cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,BJFCWBGEGJFWJK-VKAWWMENSA-N,ChEMBL:CHEMBL3142870,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0359,CHEMBL3142871,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCC(Oc1ccc(-c2ccccc2)cc1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,QAFLCRPTOZYECX-VYMKBWQDSA-N,ChEMBL:CHEMBL3142871,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0360,CHEMBL3142872,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCOCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,ZRNIVDVKZGKZEJ-XMHUMVPLSA-N,ChEMBL:CHEMBL3142872,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0361,CHEMBL3142873,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCOc1ccc(C#Cc2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,VLWZXWIDXYXORA-ROWOSSSMSA-N,ChEMBL:CHEMBL3142873,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0362,CHEMBL3142874,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,CGCRVVXFHIGHGQ-HKKQEPQISA-N,ChEMBL:CHEMBL3142874,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0363,CHEMBL3142875,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCOc1ccc(Cc2ccc(C(=O)N[C@H]3C[C@@H](O)[C@@H](O)NC(=O)[C@@H]4[C@@H](O)[C@@H](C)CN4C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c4ccc(O)cc4)NC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H]([C@@H](C)O)NC3=O)cc2)cc1,CVERNVBRIMOIKB-OISCXZEMSA-N,ChEMBL:CHEMBL3142875,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0364,CHEMBL3142876,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCOc1ccc(Oc2ccc(C(=O)N[C@H]3C[C@@H](O)[C@@H](O)NC(=O)[C@@H]4[C@@H](O)[C@@H](C)CN4C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c4ccc(O)cc4)NC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H]([C@@H](C)O)NC3=O)cc2)cc1,USXQJAAETAPGHU-XLJFTRTRSA-N,ChEMBL:CHEMBL3142876,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0365,CHEMBL3142878,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCOCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,AHUNGEQEJNCJKP-QCBVEWOUSA-N,ChEMBL:CHEMBL3142878,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0366,CHEMBL3142879,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,COc1ccc(C#Cc2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,VXRWZCVZUDAILQ-UZOQBXQLSA-N,ChEMBL:CHEMBL3142879,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0367,CHEMBL3142880,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(-c4ccc(OCCOC(C)(C)C)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,SEJYUJYUJHQCGK-MFAJLEFUSA-N,ChEMBL:CHEMBL3142880,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0368,CHEMBL3142881,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCOc1ccc(C#Cc2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,CJYYKOZLIBRDEL-MFAJLEFUSA-N,ChEMBL:CHEMBL3142881,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0369,CHEMBL3142882,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCOc1cc2ccccc2cc1C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JIPCYUBINSDAJH-ZRPMURQJSA-N,ChEMBL:CHEMBL3142882,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0370,CHEMBL3142883,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCOc1ccc2cc(C(=O)N[C@H]3C[C@@H](O)[C@@H](O)NC(=O)[C@@H]4[C@@H](O)[C@@H](C)CN4C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c4ccc(O)cc4)NC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H]([C@@H](C)O)NC3=O)ccc2c1,VNMIJVYSIFZIQX-DJLJKXFUSA-N,ChEMBL:CHEMBL3142883,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0371,CHEMBL3142884,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(-c2ccc(C(=O)N[C@H]3C[C@@H](O)[C@@H](O)NC(=O)[C@@H]4[C@@H](O)[C@@H](C)CN4C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c4ccc(O)cc4)NC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H]([C@@H](C)O)NC3=O)cc2)cc1,IAQYZEMDIFEONC-KORDEHDMSA-N,ChEMBL:CHEMBL3142884,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0372,CHEMBL3142885,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,QSZRMUWQRAFCAB-NSKCYJGQSA-N,ChEMBL:CHEMBL3142885,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0373,CHEMBL3142886,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCOc1cc2ccccc2cc1C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,CLXGCDPUUTUJHF-SDXOWTDISA-N,ChEMBL:CHEMBL3142886,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0374,CHEMBL3142887,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(C#Cc3ccc(-c4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,YNANREQHLCIZON-XNVALCJYSA-N,ChEMBL:CHEMBL3142887,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0375,CHEMBL3142888,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(C#Cc4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,LOJCKQSQUOPFDO-XNVALCJYSA-N,ChEMBL:CHEMBL3142888,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0376,CHEMBL3142889,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,RSWHVKAHNCRHAL-QZZLESEQSA-N,ChEMBL:CHEMBL3142889,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0377,CHEMBL3142890,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C[C@@H](O)[C@@H]1NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(=O)c2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc2)C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O,FQOCUOGVSNGCNO-KGWXBAKASA-N,ChEMBL:CHEMBL3142890,,,P1_verify_direct_inhibition_evidence
