source_compound_id,preferred_name,smiles_canonical,inchikey,chembl_molecule_type,chembl_max_phase,chembl_black_box_warning,chembl_natural_product,mw_band,chembl_mw_freebase,background_source_note,canonical_smiles_rdkit,inchikey_rdkit,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit
CHEMBL267568,CHEMBL267568,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2CC(C)OC2=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,IUKDYEARNZNKQU-ORYMAKSBSA-N,Small molecule,,0,0,900-1300,908.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2CC(C)OC2=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,IUKDYEARNZNKQU-ORYMAKSBSA-N,C46H70ClN3O13,O=C1CCC[C@H](OC2CCCCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,98,907.45971698,908.5269999999997,6.641800000000007,231.83779999999916,179.91,1,14,10,63,17,5,1,4,0.7608695652173914,0,15,13,2
CHEMBL12070,CHEMBL12070,CCCCCCCCCCCCCC[C@]1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,FMDHVJHZLDKFHK-CIEUEKAESA-N,Small molecule,,0,0,900-1300,1033.97,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCCCCCCCCCCCC[C@]1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,FMDHVJHZLDKFHK-CIEUEKAESA-N,C38H66N7O18P3S,O=C(CCCO[PH](=O)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)C1CO1,101,1033.3397891620002,1033.9660000000003,3.5249000000000033,241.47609999999943,376.16,9,19,33,67,29,4,2,2,0.7894736842105263,0,8,5,3
CHEMBL273275,CHEMBL273275,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C3CCCC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,LUFXWRGOFGFWQK-IUMIYALLSA-N,Small molecule,,0,0,900-1300,934.56,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C3CCCC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,LUFXWRGOFGFWQK-IUMIYALLSA-N,C48H72ClN3O13,O=C1CCC[C@H](OC2C[C@@H](NC3CCCC3)CCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,103,933.475367044,934.5649999999999,7.176000000000008,238.95779999999917,179.91,1,14,10,65,17,6,1,5,0.7708333333333334,0,15,14,1
CHEMBL273535,CHEMBL273535,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)O[C@H](C)[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,JUFQDIZGNPWYAW-LKRKPCTMSA-N,Small molecule,,0,0,900-1300,922.55,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)O[C@H](C)[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,JUFQDIZGNPWYAW-LKRKPCTMSA-N,C47H72ClN3O13,O=C1CCC[C@H](OC2CCCCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,100,921.475367044,922.5539999999997,7.0303000000000075,236.43279999999913,179.91,1,14,10,64,17,5,1,4,0.7659574468085106,0,16,15,1
CHEMBL273536,CHEMBL273536,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OCC2(C)C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,NFPLWIBRFHLKBO-IYNYSKGNSA-N,Small molecule,,0,0,900-1300,922.55,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OCC2(C)C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,NFPLWIBRFHLKBO-IYNYSKGNSA-N,C47H72ClN3O13,O=C1CCC[C@H](OC2CCCCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,101,921.475367044,922.5539999999997,7.031900000000007,236.45479999999918,179.91,1,14,10,64,17,5,1,4,0.7659574468085106,0,14,13,1
CHEMBL275935,CHEMBL275935,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C3CCCC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)c(Cl)c3)C(=O)O[C@]12C,MASIMUDHAIYCMI-DEDQJDAQSA-N,Small molecule,,0,0,900-1300,969.01,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C3CCCC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)c(Cl)c3)C(=O)O[C@]12C,MASIMUDHAIYCMI-DEDQJDAQSA-N,C48H71Cl2N3O13,O=C1CCC[C@H](OC2C[C@@H](NC3CCCC3)CCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,105,967.436394692,969.0099999999999,7.82940000000001,243.9677999999992,179.91,1,14,10,66,18,6,1,5,0.7708333333333334,0,15,14,1
CHEMBL275467,CHEMBL275467,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,GTVMFQNCOSGPQH-PCIFNHOVSA-N,Small molecule,,0,0,900-1300,908.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,GTVMFQNCOSGPQH-PCIFNHOVSA-N,C46H70ClN3O13,O=C1CCC[C@H](OC2CCCCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,101,907.45971698,908.5269999999997,6.641800000000007,231.83779999999916,179.91,1,14,10,63,17,5,1,4,0.7608695652173914,0,15,14,1
CHEMBL416337,CHEMBL416337,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2CCN(C)C2=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,ZNYMQFMWFDSMNL-DTKBCVRPSA-N,Small molecule,,0,0,900-1300,907.54,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2CCN(C)C2=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,ZNYMQFMWFDSMNL-DTKBCVRPSA-N,C46H71ClN4O12,O=C1CCC[C@H](OC2CCCCO2)C[C@H](OC(=O)N2CCNC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,100,906.4757013919998,907.5429999999998,6.168500000000008,233.92079999999916,173.92000000000002,1,13,10,63,17,5,1,4,0.7608695652173914,0,14,13,1
CHEMBL429949,CHEMBL429949,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,GTVMFQNCOSGPQH-FDVVEZPQSA-N,Small molecule,,0,0,900-1300,908.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(Cl)cc3)C(=O)O[C@]12C,GTVMFQNCOSGPQH-FDVVEZPQSA-N,C46H70ClN3O13,O=C1CCC[C@H](OC2CCCCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,101,907.45971698,908.5269999999997,6.641800000000007,231.83779999999916,179.91,1,14,10,63,17,5,1,4,0.7608695652173914,0,15,14,1
CHEMBL12282,CHEMBL12282,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)CC3CC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(F)c(Cl)c3)C(=O)O[C@]12C,XPNNHFRRFNZYAS-VOJQBVHPSA-N,Small molecule,,0,0,900-1300,938.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2C(=O)OC[C@@H]2C)[C@H](C)[C@@H](OC2O[C@H](C)C[C@H](N(C)CC3CC3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3ccc(F)c(Cl)c3)C(=O)O[C@]12C,XPNNHFRRFNZYAS-VOJQBVHPSA-N,C47H69ClFN3O13,O=C1CCC[C@H](OC2C[C@@H](NCC3CC3)CCO2)C[C@H](OC(=O)N2CCOC2=O)CC(=O)OCC2OC(=O)N(CCc3ccccc3)[C@@H]2C1,108,937.450295168,938.5279999999998,6.782500000000008,234.2507999999992,179.91,1,14,11,65,18,6,1,5,0.7659574468085106,0,15,14,1
CHEMBL273468,CHEMBL273468,CCCCCCCCCCCCCC[C@@]1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,FMDHVJHZLDKFHK-OXXAHKIDSA-N,Small molecule,,0,0,900-1300,1033.97,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCCCCCCCCCCCC[C@@]1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,FMDHVJHZLDKFHK-OXXAHKIDSA-N,C38H66N7O18P3S,O=C(CCCO[PH](=O)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)C1CO1,101,1033.3397891620002,1033.9660000000003,3.5249000000000033,241.47609999999943,376.16,9,19,33,67,29,4,2,2,0.7894736842105263,0,8,5,3
CHEMBL275981,CHEMBL275981,CCCCCCCCCCCCCCC1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,FMDHVJHZLDKFHK-IOXQRTBXSA-N,Small molecule,,0,0,900-1300,1033.97,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCCCCCCCCCCCCC1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,FMDHVJHZLDKFHK-IOXQRTBXSA-N,C38H66N7O18P3S,O=C(CCCO[PH](=O)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)NCCC(=O)NCCSC(=O)C1CO1,101,1033.3397891620002,1033.9660000000003,3.5249000000000033,241.47609999999943,376.16,9,19,33,67,29,4,2,2,0.7894736842105263,0,8,4,4
CHEMBL12630,CHEMBL12630,COc1ccc(OCC(O)CN(CC(O)COc2ccc(OC)cc2)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc2ccc(OC)cc2)CC(O)COc2ccc(OC)cc2)cc1,DEURWDQGVAEUJR-UHFFFAOYSA-N,Small molecule,,0,0,900-1300,969.18,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,COc1ccc(OCC(O)CN(CC(O)COc2ccc(OC)cc2)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc2ccc(OC)cc2)CC(O)COc2ccc(OC)cc2)cc1,DEURWDQGVAEUJR-UHFFFAOYSA-N,C52H76N2O15,c1ccc(OCCCN(CCCOc2ccccc2)CCOCCOCCOCCN(CCCOc2ccccc2)CCCOc2ccccc2)cc1,40,968.524569732,969.179,4.988200000000006,261.7001999999992,188.92999999999995,4,17,36,69,17,4,4,0,0.5384615384615384,0,8,0,8
CHEMBL265726,CHEMBL265726,C=CCc1ccccc1OCC(O)CN(CC(O)COc1ccccc1CC=C)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc1ccccc1CC=C)CC(O)COc1ccccc1CC=C,PFXHNMKRIDQLPW-UHFFFAOYSA-N,Small molecule,,0,0,900-1300,1009.34,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C=CCc1ccccc1OCC(O)CN(CC(O)COc1ccccc1CC=C)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc1ccccc1CC=C)CC(O)COc1ccccc1CC=C,PFXHNMKRIDQLPW-UHFFFAOYSA-N,C60H84N2O11,c1ccc(OCCCN(CCCOc2ccccc2)CCOCCOCCOCCN(CCCOc2ccccc2)CCCOc2ccccc2)cc1,47,1008.607511508,1009.3349999999997,7.8678000000000115,291.0961999999998,152.01000000000002,4,13,40,73,13,4,4,0,0.4666666666666667,0,8,0,8
CHEMBL274427,CHEMBL274427,C=CCc1ccccc1OCC(O)CNC(C)C.C=CCc1ccccc1OCC(O)CNC(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc1ccccc1CC=C)CC(O)COc1ccccc1CC=C,ZTTHCGZIFHGZLF-UHFFFAOYSA-N,Small molecule,,0,0,900-1300,1068.45,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C=CCc1ccccc1OCC(O)CNC(C)C.C=CCc1ccccc1OCC(O)CNC(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc1ccccc1CC=C)CC(O)COc1ccccc1CC=C,ZTTHCGZIFHGZLF-UHFFFAOYSA-N,C63H93N3O11,c1ccc(OCCCNCCOCCOCCOCCN(CCCOc2ccccc2)CCCOc2ccccc2)cc1.c1ccccc1,58,1067.6810107960002,1068.447,8.139800000000012,310.6646000000002,172.82999999999998,6,14,41,77,14,4,4,0,0.49206349206349204,0,8,0,8
CHEMBL384618,CHEMBL384618,CCCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,LPAZXRXRLFFIFH-LMZFJFGWSA-N,Small molecule,,0,0,900-1300,1292.48,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,LPAZXRXRLFFIFH-LMZFJFGWSA-N,C61H85N11O18S,O=C(CCc1ccccc1)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCCc1ccccc1,91,1291.5794758799998,1292.4769999999999,1.9984999999999933,331.4163000000005,465.1299999999999,14,16,39,91,30,4,4,0,0.4918032786885246,0,8,8,0
CHEMBL262290,CHEMBL262290,CC(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@H](CCC(=O)O)NC1=O,CRCUBANWRKRAPH-MRNBJYARSA-N,Protein,,0,0,900-1300,1147.36,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)[C@H](CCC(=O)O)NC1=O,CRCUBANWRKRAPH-MRNBJYARSA-N,C51H70N16O11S2,O=C1CCSSCCNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]cn2)NC(=O)CN1,102,1146.4851390599997,1147.3559999999998,-2.255100000000014,299.35640000000006,448.07999999999987,15,15,21,80,29,5,4,1,0.45098039215686275,0,8,8,0
CHEMBL264273,CHEMBL264273,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCCNC(=O)[C@H](NC(=O)OC(C)(C)C)CCC(=O)N[C@H](Cc2ccc(OS(=O)(=O)O)cc2)C(=O)N[C@@H](CCCC)C(=O)N1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(N)=O,AXVBVGQXNNHYJJ-XDPRFSKJSA-N,Small molecule,,0,0,900-1300,1274.46,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCCNC(=O)[C@H](NC(=O)OC(C)(C)C)CCC(=O)N[C@H](Cc2ccc(OS(=O)(=O)O)cc2)C(=O)N[C@@H](CCCC)C(=O)N1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(N)=O,AXVBVGQXNNHYJJ-XDPRFSKJSA-N,C61H83N11O17S,O=C1CCCC(=O)N[C@H](Cc2ccccc2)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC(=O)NCC(=O)NCCc2ccccc2)CCCCN1,117,1273.568911196,1274.4620000000002,2.084999999999998,327.73580000000055,430.9099999999998,13,15,26,90,29,5,4,1,0.4918032786885246,0,8,8,0
CHEMBL384704,CHEMBL384704,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C1CCCCC1,HQQBTUKESXUAIM-YYRXYMLWSA-N,Small molecule,,0,0,900-1300,1147.25,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C1CCCCC1,HQQBTUKESXUAIM-YYRXYMLWSA-N,C52H78N10O19,O=C(CCc1ccccc1)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC1CCCCC1,83,1146.544470276,1147.2470000000003,-4.640000000000016,281.2791999999998,449.1699999999999,15,17,30,81,29,4,1,3,0.6538461538461539,0,11,11,0
CHEMBL267329,CHEMBL267329,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](Cc2ccc(OS(=O)(=O)O)cc2)C(=O)N[C@@H](CCCC)C(=O)N1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,NITHSIDVPLTGFG-FHYJZJLOSA-N,Small molecule,,0,0,900-1300,1274.46,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](Cc2ccc(OS(=O)(=O)O)cc2)C(=O)N[C@@H](CCCC)C(=O)N1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,NITHSIDVPLTGFG-FHYJZJLOSA-N,C61H83N11O17S,O=C1CCCC(=O)N[C@H](Cc2ccccc2)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC(=O)NCC(=O)NCCc2ccccc2)CCCCN1,116,1273.568911196,1274.4620000000002,2.084999999999998,327.73580000000055,430.9099999999998,13,15,26,90,29,5,4,1,0.4918032786885246,0,8,8,0
CHEMBL266990,CHEMBL266990,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCCNC(=O)CC[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](Cc2ccc(OS(=O)(=O)O)cc2)C(=O)N[C@@H](CCCC)C(=O)N1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,NITHSIDVPLTGFG-UZLGZYMTSA-N,Small molecule,,0,0,900-1300,1274.46,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCCNC(=O)CC[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](Cc2ccc(OS(=O)(=O)O)cc2)C(=O)N[C@@H](CCCC)C(=O)N1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,NITHSIDVPLTGFG-UZLGZYMTSA-N,C61H83N11O17S,O=C1CCCC(=O)N[C@H](Cc2ccccc2)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC(=O)NCC(=O)NCCc2ccccc2)CCCCN1,116,1273.568911196,1274.4620000000002,2.084999999999998,327.73580000000055,430.9099999999998,13,15,26,90,29,5,4,1,0.4918032786885246,0,8,8,0
CHEMBL275123,CHEMBL275123,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)NCP(=O)(CNC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C)NN,STNCLJJKCWRSSW-VNXDFUDDSA-N,Small molecule,,0,0,900-1300,969.22,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)NCP(=O)(CNC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C)NN,STNCLJJKCWRSSW-VNXDFUDDSA-N,C48H69N6O9PS2,O=C(CCc1cccc2ccccc12)NCC(=O)NC[PH](=O)CNC(=O)CNC(=O)CCc1cccc2ccccc12,58,968.430506418,969.2209999999999,5.607600000000007,263.8499999999993,239.79999999999998,6,10,21,66,18,4,4,0,0.5,0,4,4,0
