external_compound_id,preferred_name,compound_family,mechanism_class,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,use_for_pretraining,direct_fks,broad_antifungal,cell_wall_related,candidate_activity_rows,unique_source_reference_count,has_structure,has_inchikey,known_fks_family,review_priority,recommended_review_action,source_ids,smiles_canonical,inchikey
EXT-FKS-0131,CHEMBL3693938,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,2,0,0,2,2,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3693938,N[C@H]1CCN(C(=O)CN(C(=O)/C=C/c2ccccc2)c2ccc(-c3cccc(OC(F)(F)F)c3)cc2)C1,TYJKNXHZVFQDKO-PZVJUEDKSA-N
EXT-FKS-0132,CHEMBL3693939,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,2,0,0,2,2,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3693939,CCc1cccc(-c2ccc(N(CC(=O)N3CC[C@H](N)C3)C(=O)/C=C/c3ccccc3)cc2)c1,ANCHRWLPDXHYGX-CFWGEQFBSA-N
EXT-FKS-0133,CHEMBL3693940,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,2,0,0,2,2,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3693940,N[C@H]1CCN(C(=O)CN(C(=O)/C=C/c2ccccc2)c2ccc(Oc3ccccc3)cc2)C1,OSOYNMLVDAQMAZ-GSTVHYHFSA-N
EXT-FKS-0134,CHEMBL3693941,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,2,0,0,2,2,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3693941,N[C@H]1CCN(C(=O)CN(CC(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cccc(Oc3ccccc3)c2)C1,KHPNQJDXEBEUDN-QFIPXVFZSA-N
EXT-FKS-0135,CHEMBL3693942,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,2,0,0,2,2,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3693942,N[C@H]1CCN(C(=O)CN(CC(=O)NCc2cccc(Cl)c2)c2ccc(Oc3ccccc3)cc2)C1,GCGTVJOAENIZRB-QFIPXVFZSA-N
EXT-FKS-0136,CHEMBL3693943,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,2,0,0,2,2,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3693943,N[C@H]1CCN(C(=O)CN(CC(=O)NCc2cc(F)cc(C(F)(F)F)c2)c2ccc(Oc3ccccc3)cc2)C1,WHXMWBWMNMEOEN-QFIPXVFZSA-N
EXT-FKS-0137,CHEMBL3693944,mixed_fks,fks_glucan_synthase,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,2,0,0,2,2,yes,yes,no,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL3693944,N[C@H]1CCN(C(=O)CN(CC(=O)NCc2cccc(Cl)c2)c2ccccc2Oc2ccccc2)C1,AFYPWZIOIJEAMM-QFIPXVFZSA-N
EXT-FKS-0028,IBREXAFUNGERP,enfumafungin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,34,0,35,34,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL4297513,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,BODYFEUFKHPRCK-ZCZMVWJSSA-N
EXT-FKS-0018,CILOFUNGIN,echinocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,28,0,29,29,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL2103748,CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,ZKZKCEAHVFVZDJ-MTUMARHDSA-N
EXT-FKS-0027,CHEMBL2387203,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,25,0,26,14,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL2387203,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DFQUSLQYURJBIT-KGPSKUFKSA-N
EXT-FKS-0044,Echinocandin B,echinocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,12,0,13,13,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL2374230,CCC/C=C/C/C=C/CC(=O)N[C@H]1C[C@@H](O)[C@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)c(OS(=O)(=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O.[Na+],HLSQYVZWZLUVDN-GTNXIKMYSA-M
EXT-FKS-0035,CHEMBL437803,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,11,0,12,12,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL437803,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,OXVVQYCKEAJWFA-QVCGFCSKSA-N
EXT-FKS-0050,CHEMBL267988,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,2,0,3,3,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL267988,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DQXPFAADCTZLNL-JQMOYGRJSA-N
EXT-FKS-0053,CHEMBL407395,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,2,0,3,3,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL407395,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CCN)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JJROYJWMNBLAMS-QLHUPYNXSA-N
EXT-FKS-0054,CHEMBL412195,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,2,0,3,3,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL412195,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CCC(=O)O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,YOFKROYRHKSFSI-XAZRDIKZSA-N
EXT-FKS-0055,CHEMBL414690,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,2,0,3,3,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL414690,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CN)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JEFYZWMIOKCYDC-JUAGRKTBSA-N
EXT-FKS-0072,CHEMBL261821,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL261821,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c([N+](=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,IEHNGEHNFVQWFQ-IWUFRPNTSA-N
EXT-FKS-0073,CHEMBL262998,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL262998,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c([N+](=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DZJHKYNEIKEAII-WTANLFMKSA-N
EXT-FKS-0074,CHEMBL263952,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL263952,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CC/C=C/C(=O)OC)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,VELZWMAUTIGNJS-MTCXQNRHSA-N
EXT-FKS-0075,CHEMBL264601,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL264601,CCCc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,NLRQIQBJUOCKLY-BQCXFGOMSA-N
EXT-FKS-0077,CHEMBL268666,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL268666,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(C(=O)OC)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,QTQNAGKDLXUWBT-BRJZXISYSA-N
EXT-FKS-0078,CHEMBL268721,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL268721,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(N)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,SHBCEJNLBCGEPX-CASJGOPRSA-N
EXT-FKS-0079,CHEMBL384968,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL384968,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(I)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,MJHHWVSCOREXCK-CASJGOPRSA-N
EXT-FKS-0080,CHEMBL385431,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL385431,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(C=O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JPVDXPWMPZWHDO-BQVKPKMMSA-N
EXT-FKS-0081,CHEMBL385665,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL385665,C=CCc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,BKIZYAMEYWKGHJ-BQCXFGOMSA-N
EXT-FKS-0082,CHEMBL386826,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL386826,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(N=[N+]=[N-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DISWHMWIYQNITF-HYTINFHMSA-N
EXT-FKS-0083,CHEMBL406357,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL406357,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc3c(c2)CC(O)O3)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DULUVSWVIXJZRU-HJQSVNFOSA-N
EXT-FKS-0084,CHEMBL406668,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL406668,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CS)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,KIPPSYADPWYJBT-JUAGRKTBSA-N
EXT-FKS-0085,CHEMBL407083,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL407083,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2cc(I)c(O)c(I)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,GCXHJUVLEQZXCU-YMBFVZQJSA-N
EXT-FKS-0086,CHEMBL408285,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL408285,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZIUUKZWWRPCDLZ-FAEXWCCJSA-N
EXT-FKS-0087,CHEMBL408469,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL408469,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(N=[N+]=[N-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XSLNADGNECLEOY-CASJGOPRSA-N
EXT-FKS-0088,CHEMBL410837,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL410837,C=Cc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,DEPDABZUMGIRQV-ZWCVPZMSSA-N
EXT-FKS-0089,CHEMBL412499,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL412499,CCc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,UXTGMPVOSUHGCT-ZWCVPZMSSA-N
EXT-FKS-0090,CHEMBL413522,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL413522,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(N)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZHZNTPWGKLIXJS-HYTINFHMSA-N
EXT-FKS-0091,CHEMBL415669,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL415669,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(I)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,CYTCSJFRKOSRSJ-HYTINFHMSA-N
EXT-FKS-0093,CHEMBL428264,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL428264,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZDGSWUBIMMFISL-OMEKCKKKSA-N
EXT-FKS-0094,CHEMBL439260,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL439260,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(C)=O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XRNDGTRTKPYKPG-CEXKYUCZSA-N
EXT-FKS-0095,CHEMBL441213,pneumocandin,broad_antifungal_or_fks_family,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,1,1,0,2,2,yes,yes,yes,P1_direct_fks_verify_first,"Check source assay, endpoint, target, species, unit, and structure; may enter Tier 1 after confirmation.",ChEMBL:CHEMBL441213,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CCO)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,LSIMKAYAOQPVPD-ZWCVPZMSSA-N
