activity_id,compound_id,endpoint_type,endpoint_value,endpoint_relation,unit,converted_value_uM,p_activity,label_active_inactive,organism,strain,strain_genotype,resistance_marker,assay_method,medium,temperature_c,duration_h,inoculum,serum_or_protein,solvent,replicates,purity_percent,endpoint_definition,assay_confidence_score,reference_id,source_table_or_figure,source_quote,curation_status,comments
ACT-2002-OHYAMA-021,PAPU-0098,MIC,128,>,ug/mL,155.641,,,Candida tropicalis,SANK 59263,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C1 MIC >128 ug/mL against Candida tropicalis SANK 59263.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-022,PAPU-0099,MIC,128,>,ug/mL,155.261,,,Candida tropicalis,SANK 59263,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C2 MIC >128 ug/mL against Candida tropicalis SANK 59263.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-023,PAPU-0100,MIC,128,>,ug/mL,153.033,,,Candida tropicalis,SANK 59263,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D1 MIC >128 ug/mL against Candida tropicalis SANK 59263.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-024,PAPU-0101,MIC,128,>,ug/mL,152.665,,,Candida tropicalis,SANK 59263,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D2 MIC >128 ug/mL against Candida tropicalis SANK 59263.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-025,PAPU-0096,MIC,128,>,ug/mL,158.340,,,Cryptococcus neoformans,SANK 59863,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B1 MIC >128 ug/mL against Cryptococcus neoformans SANK 59863.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-026,PAPU-0097,MIC,128,>,ug/mL,157.946,,,Cryptococcus neoformans,SANK 59863,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B2 MIC >128 ug/mL against Cryptococcus neoformans SANK 59863.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-027,PAPU-0098,MIC,128,>,ug/mL,155.641,,,Cryptococcus neoformans,SANK 59863,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C1 MIC >128 ug/mL against Cryptococcus neoformans SANK 59863.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-028,PAPU-0099,MIC,128,>,ug/mL,155.261,,,Cryptococcus neoformans,SANK 59863,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C2 MIC >128 ug/mL against Cryptococcus neoformans SANK 59863.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-029,PAPU-0100,MIC,128,>,ug/mL,153.033,,,Cryptococcus neoformans,SANK 59863,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D1 MIC >128 ug/mL against Cryptococcus neoformans SANK 59863.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-030,PAPU-0101,MIC,128,>,ug/mL,152.665,,,Cryptococcus neoformans,SANK 59863,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D2 MIC >128 ug/mL against Cryptococcus neoformans SANK 59863.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-031,PAPU-0096,MIC,128,>,ug/mL,158.340,,,Aspergillus fumigatus,SANK 10662,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B1 MIC >128 ug/mL against Aspergillus fumigatus SANK 10662.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-032,PAPU-0097,MIC,128,>,ug/mL,157.946,,,Aspergillus fumigatus,SANK 10662,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 B2 MIC >128 ug/mL against Aspergillus fumigatus SANK 10662.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-033,PAPU-0098,MIC,128,>,ug/mL,155.641,,,Aspergillus fumigatus,SANK 10662,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C1 MIC >128 ug/mL against Aspergillus fumigatus SANK 10662.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-034,PAPU-0099,MIC,128,>,ug/mL,155.261,,,Aspergillus fumigatus,SANK 10662,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 C2 MIC >128 ug/mL against Aspergillus fumigatus SANK 10662.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-035,PAPU-0100,MIC,128,>,ug/mL,153.033,,,Aspergillus fumigatus,SANK 10662,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D1 MIC >128 ug/mL against Aspergillus fumigatus SANK 10662.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2002-OHYAMA-036,PAPU-0101,MIC,128,>,ug/mL,152.665,,,Aspergillus fumigatus,SANK 10662,,,microbroth dilution method according to Japanese Society for Medical Mycology,RPMI 1640 buffered with 0.165 M MOPS (pH 7.0),,,,none,,,,minimum inhibitory concentration,high,PAPER-2002-OHYAMA,Table 4,Table 4 reports F-10748 D2 MIC >128 ug/mL against Aspergillus fumigatus SANK 10662.,curated,A1/A2 were not included in Table 4. RPMI-MOPS condition has no serum/protein addition reported.
ACT-2012-VANDERKAADEN-001,PAPU-0102,MIC,100,>,ug/mL,253.726,,,Candida albicans,CBS 9975,,,microtiter serial dilution MIC assay,"YPD (1% yeast extract, 2% peptone, 1% dextrose)",30,overnight,fresh culture,none,DMSO stock; diluted into medium,duplicate,,minimum inhibitory concentration by visible growth inhibition after overnight incubation,medium,PAPER-2012-VANDERKAADEN,Main text biological activity paragraph; Supporting Information biological assay,compound 48; no inhibition observed in the main text; SI maximum final concentration includes 100 ug/mL,curated,"No serum/protein addition reported. For non-inhibiting compounds, relation > uses the SI maximum final concentration of 100 ug/mL as the censoring threshold; verify if future source gives a compound-specific higher maximum."
ACT-2012-VANDERKAADEN-002,PAPU-0103,MIC,88,=,ug/mL,163.473,3.787,,Candida albicans,CBS 9975,,,microtiter serial dilution MIC assay,"YPD (1% yeast extract, 2% peptone, 1% dextrose)",30,overnight,fresh culture,none,DMSO stock; diluted into medium,duplicate,,minimum inhibitory concentration by visible growth inhibition after overnight incubation,high,PAPER-2012-VANDERKAADEN,Main text biological activity paragraph; Supporting Information biological assay,compound 49; main text reports MIC 88 ug/mL,curated,"No serum/protein addition reported. For non-inhibiting compounds, relation > uses the SI maximum final concentration of 100 ug/mL as the censoring threshold; verify if future source gives a compound-specific higher maximum."
ACT-2012-VANDERKAADEN-003,PAPU-0104,MIC,100,=,ug/mL,177.837,3.750,,Candida albicans,CBS 9975,,,microtiter serial dilution MIC assay,"YPD (1% yeast extract, 2% peptone, 1% dextrose)",30,overnight,fresh culture,none,DMSO stock; diluted into medium,duplicate,,minimum inhibitory concentration by visible growth inhibition after overnight incubation,high,PAPER-2012-VANDERKAADEN,Main text biological activity paragraph; Supporting Information biological assay,compound 50; main text reports MIC 100 ug/mL,curated,"No serum/protein addition reported. For non-inhibiting compounds, relation > uses the SI maximum final concentration of 100 ug/mL as the censoring threshold; verify if future source gives a compound-specific higher maximum."
ACT-2012-VANDERKAADEN-004,PAPU-0105,MIC,100,>,ug/mL,,,,Candida albicans,CBS 9975,,,microtiter serial dilution MIC assay,"YPD (1% yeast extract, 2% peptone, 1% dextrose)",30,overnight,fresh culture,none,DMSO stock; diluted into medium,duplicate,,minimum inhibitory concentration by visible growth inhibition after overnight incubation,medium,PAPER-2012-VANDERKAADEN,Main text biological activity paragraph; Supporting Information biological assay,compound 51; no inhibition observed in the main text; identity uncertain and SI maximum final concentration includes 100 ug/mL,curated,"No serum/protein addition reported. For non-inhibiting compounds, relation > uses the SI maximum final concentration of 100 ug/mL as the censoring threshold; verify if future source gives a compound-specific higher maximum."
ACT-2015-DESOUZA-001,PAPU-0106,MIC,250,>,ug/mL,518.519,,,Candida albicans,ATCC 18804,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 6 no significant activity ug/mL against Candida albicans; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-002,PAPU-0106,MIC,250,>,ug/mL,518.519,,,Candida krusei,ATCC 20298,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 6 no significant activity ug/mL against Candida krusei; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-003,PAPU-0106,MIC,250,>,ug/mL,518.519,,,Candida parapsilosis,ATCC 22019,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 6 no significant activity ug/mL against Candida parapsilosis; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-004,PAPU-0106,MIC,250,>,ug/mL,518.519,,,Candida tropicalis,ATCC 750,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 6 no significant activity ug/mL against Candida tropicalis; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-005,PAPU-0107,MIC,200,=,ug/mL,442.349,3.354,,Candida albicans,ATCC 18804,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 7 MIC 200 ug/mL against Candida albicans; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-006,PAPU-0107,MIC,250,>,ug/mL,552.936,,,Candida krusei,ATCC 20298,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 7 no significant activity ug/mL against Candida krusei; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-007,PAPU-0107,MIC,250,>,ug/mL,552.936,,,Candida parapsilosis,ATCC 22019,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 7 no significant activity ug/mL against Candida parapsilosis; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-008,PAPU-0107,MIC,250,>,ug/mL,552.936,,,Candida tropicalis,ATCC 750,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 7 no significant activity ug/mL against Candida tropicalis; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
ACT-2015-DESOUZA-009,PAPU-0108,MIC,250,>,ug/mL,795.924,,,Candida albicans,ATCC 18804,,,CLSI M27-A2 broth microdilution antifungal susceptibility assay,sodium bicarbonate-free RPMI 1640 buffered with 165 mM MOPS pH 7.0 and supplemented with 4 mM L-glutamine,35,48,1e3 to 5e3 cells/mL; inoculum prepared from SDA 48 h culture and adjusted by transmittance at 530 nm,none,DMSO stock diluted in RPMI medium,,,lowest concentration with no visible fungal growth compared with drug-free control,high,PAPER-2015-DESOUZA,Table 1; Experimental in vitro antifungal susceptibility testing,Table 1 reports compound 8 no significant activity ug/mL against Candida albicans; tested concentration range 0.25-250 ug/mL.,curated,Fluconazole comparator excluded as non-Papulacandin. Table footnote -a no significant activity is curated as MIC >250 ug/mL based on reported test range.
